,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude,Flexibility,Body Composition,Composition Percentage,Interactiveness,Workout Frequency,Workout Mode Preferred,is_sports_enthusiast,like_to_be_mentored,like_to_mentor,fitness_goal_to_be achieved,addons in session,Height_in_cms,Age
451,Zuber Sudha,Male,1983-09-09,Bhavani Peth S.O,411042,18.506970000000006,73.87119,4,Fitness,14,3,Daily,Outdoor,No,5,1,Build muscle,Yoga,174,37
452,Ranbir Sharma,Male,1996-11-17,Bhosarigoan S.O,411039,18.55284,73.95387,5,Essential Fat,6,3,3 days of week,Indoor,No,2,3,Mesomorph,Yoga,175,24
453,Navya Kapoor,Female,1993-10-28,Market Yard S.O (Pune),411037,18.48193,73.87425,5,Acceptable,32,4,3 days of week,Outdoor,Yes,1,3,All,Yoga,161,27
454,Laksh Mehra,Male,1992-08-11,S.S.C.Exam Board S.O,411005,18.53245,73.84654,4,Essential Fat,6,5,Monday To Friday,Indoor,No,4,5,Improve endurance/conditioning,Meditation,177,28
455,Laksh Chander,Male,1987-02-07,Katraj S.O,411046,18.45938,73.86667,2,Essential Fat,6,5,Monday To Friday,Both,Maybe,5,5,Mesomorph,Yoga,171,34
456,Luv Mati,Male,2002-12-12,Raviwar Peth S.O,411002,18.51769,73.86014,5,Fitness,14,2,Only Weekends,Both,Maybe,4,2,Improve endurance/conditioning,None,175,18
457,Saloni Saini,Female,2003-11-30,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273,3,Obese,40,5,Any Day of Week,Both,No,2,4,Mesomorph,Both,172,17
458,Anushka Sudha,Female,1991-10-21,Khadakwasla R.S. S.O,411024,18.45597,73.78478,2,Obese,40,5,Alternate Days,Indoor,No,4,1,Improve athletic skills,Yoga,176,29
459,Rebecca Mahajan,Female,2000-09-11,N I B M S.O,411048,18.47298,73.89421,3,Essential Fat,14,3,3 days of week,Outdoor,No,2,1,Improve endurance/conditioning,Meditation,177,20
460,Kashvi Anand,Female,1996-06-26,Karvenagar S.O,411052,18.49,73.82244,1,Athletes,21,3,3 days of week,Both,Maybe,1,5,Build muscle,None,162,24
461,Navya Tyagi,Female,1994-10-26,L.K. Path S.O,411003,18.54263,73.78494,2,Acceptable,32,2,Monday To Friday,Indoor,Maybe,2,5,Improve athletic skills,None,169,26
462,Tanvi Ranga,Female,2000-12-14,Nana Peth S.O,411002,18.51009,73.85672,5,Athletes,21,1,Any Day of Week,Indoor,Yes,2,2,All,Both,160,20
463,Mirai Patel,Female,1998-09-13,9 DRD B.O,411014,18.54851,73.90514,2,Athletes,21,2,3 days of week,Outdoor,Yes,5,4,Mesomorph,None,165,22
464,Jash Dutta,Male,1982-09-12,Rasta Peth S.O,411011,18.5242,73.8578,2,Essential Fat,6,2,Alternate Days,Both,Yes,4,2,All,None,162,38
465,Aarav Nara,Male,1990-12-28,N.W. College S.O,411001,18.53446,73.88304000000002,2,Essential Fat,6,4,Monday To Friday,Indoor,Maybe,5,4,Improve endurance/conditioning,None,178,30
466,Rebecca Muthu,Female,1981-05-10,Pune H.O,411001,18.5358,73.891,2,Essential Fat,14,4,Alternate Days,Outdoor,Yes,3,1,Improve athletic skills,None,163,40
467,Aahva Jai,Male,1998-12-11,Dighi Camp S.O,411015,18.55284,73.95387,3,Essential Fat,6,2,Any Day of Week,Both,No,2,2,All,Meditation,162,22
468,Nimit Kishore,Male,2002-06-21,Dr.B.A. Chowk S.O,411001,18.52484,73.87657,1,Obese,95,2,3 days of week,Outdoor,No,3,5,Build muscle,Both,167,18
469,Sneha Malhotra,Female,1986-10-31,Wanowarie S.O,411040,18.494770000000006,73.90127,4,Essential Fat,14,2,Daily,Outdoor,Maybe,5,2,Improve endurance/conditioning,Yoga,167,34
470,Rohan Krishnamurthy,Male,1987-09-09,N.W. College S.O,411001,18.53446,73.88304000000002,2,Obese,95,5,3 days of week,Indoor,Yes,4,2,Improve athletic skills,None,166,33
471,Ishita Mehra,Female,1993-11-06,N.W. College S.O,411001,18.53446,73.88304000000002,5,Obese,40,4,Any Day of Week,Indoor,No,5,1,All,Meditation,161,27
472,Saloni Kishore,Female,1994-08-10,Khadki S.O,411003,18.56312,73.84433,2,Essential Fat,14,2,3 days of week,Indoor,Maybe,4,5,Improve athletic skills,Both,165,26
473,Ayaan Narang,Male,1989-03-24,Mohamadwadi S.O,411060,18.47335,73.90957,5,Fitness,14,3,3 days of week,Outdoor,Yes,4,5,Improve athletic skills,Yoga,175,32
474,Akanksh Madan,Male,1989-09-27,Govt. Polytechnic S.O,411016,18.53048,73.83252,3,Acceptable,23,3,Only Weekends,Indoor,No,1,3,All,Both,169,31
475,Mishka Veena,Female,1985-09-19,Nehrunagar S.O (Pune),411018,18.62728,73.8388,5,Athletes,21,5,3 days of week,Outdoor,Yes,2,3,Lose fat,Meditation,163,35
476,Nimit Krishnamurthy,Male,1982-09-23,Dhankawadi S.O,411043,18.46554,73.8487,4,Obese,95,5,3 days of week,Outdoor,Maybe,5,3,Mesomorph,Meditation,172,38
477,Kabir Meena,Male,1997-05-25,N.C.L. Pune S.O,411008,18.53658,73.7989,1,Acceptable,23,1,Alternate Days,Indoor,Yes,4,1,Improve endurance/conditioning,Meditation,169,24
478,Avni Sai,Female,1989-12-21,Bhosari I.E. S.O,411026,18.55284,73.95387,5,Fitness,22,1,Daily,Both,Maybe,5,2,Improve endurance/conditioning,None,173,31
479,Kairav Subramanian,Male,1987-04-26,Chinchwadga0n S.O,411033,18.55284,73.95387,5,Athletes,6,1,Alternate Days,Both,Yes,5,5,Improve endurance/conditioning,Meditation,168,34
480,Reyansh Saxena,Male,1985-11-20,Aundh T.S. S.O,411007,18.55144,73.82197,1,Athletes,6,5,Alternate Days,Both,No,4,5,Improve athletic skills,Yoga,170,35
481,Krisha Nagpal,Female,1995-12-16,Narayan Peth S.O,411030,18.51553,73.8523,4,Obese,40,5,Monday To Friday,Outdoor,Maybe,3,2,All,None,177,25
482,Dasya Patel,Male,2003-06-28,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876,2,Essential Fat,6,5,Only Weekends,Outdoor,Maybe,2,5,Mesomorph,Both,170,17
483,Ananya Mehta,Female,2001-04-23,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000002,5,Fitness,22,3,Alternate Days,Outdoor,Maybe,2,2,Build muscle,Yoga,176,20
484,Laksh Swami,Male,1992-03-02,Deccan Gymkhana S.O,411004,18.51806,73.83615,1,Obese,95,5,Any Day of Week,Indoor,Yes,1,1,Improve endurance/conditioning,None,161,29
485,Yash Manju,Male,1983-01-06,Nana Peth S.O,411002,18.51009,73.85672,3,Fitness,14,3,Any Day of Week,Outdoor,Yes,1,1,All,Meditation,162,38
486,Vivaan Manohar,Male,1998-11-12,Bajirao Road S.O,411002,18.50995,73.85375,1,Essential Fat,6,1,3 days of week,Indoor,No,1,1,Mesomorph,Both,170,22
487,Saloni Aggarwal,Female,1996-01-07,T.V. Nagar S.O,411037,18.46135,73.86633,3,Essential Fat,14,1,Monday To Friday,Indoor,Maybe,2,2,Mesomorph,Meditation,177,25
488,Luv Chauhan,Male,1997-01-31,Rupeenagar S.O,412114,18.53325,73.89263000000003,4,Obese,95,1,Only Weekends,Both,Maybe,3,2,Lose fat,Yoga,162,24
489,Aaradhya Vijaya,Female,2000-07-12,Vadgaon Budruk S.O,411041,18.45823,73.81821,2,Essential Fat,14,2,Only Weekends,Both,Yes,2,4,All,Yoga,174,20
490,Vivaan Krishnamurthy,Male,1996-08-20,Mohamadwadi S.O,411060,18.47335,73.90957,1,Acceptable,23,2,3 days of week,Both,Yes,2,5,Improve endurance/conditioning,None,170,24
491,Nimit Subramanian,Male,1992-03-04,Bhosari I.E. S.O,411026,18.55284,73.95387,5,Athletes,6,4,Any Day of Week,Indoor,No,2,5,Improve athletic skills,Yoga,170,29
492,Kairav Srivas,Male,2000-12-17,Dapodi S.O,411012,18.57749,73.83138000000002,4,Obese,95,4,Daily,Indoor,No,2,4,Mesomorph,Both,170,20
493,Nirav Bhatt,Male,1992-08-10,Wakad B.O,411057,18.60557,73.76478,1,Fitness,14,4,Monday To Friday,Indoor,Yes,3,4,Mesomorph,None,178,28
494,Kahaan Puri,Male,1987-03-10,Congress House Road S.O,411005,18.5282,73.84735,5,Acceptable,23,2,3 days of week,Outdoor,Maybe,1,1,Build muscle,Both,160,34
495,Zuber Sharma,Male,1996-09-28,Masulkar Colony S.O,411018,18.63374,73.8129,1,Obese,95,2,Monday To Friday,Indoor,No,5,4,Lose fat,Meditation,164,24
496,Kimaya Persaud,Female,1988-06-24,Wakad B.O,411057,18.60557,73.76478,3,Essential Fat,14,4,Any Day of Week,Both,Yes,1,2,Mesomorph,Both,169,32
497,Aadiv Mehra,Male,2000-11-27,9 DRD B.O,411014,18.54851,73.90514,1,Essential Fat,6,4,Any Day of Week,Both,Yes,1,3,Mesomorph,Both,169,20
498,Ishana Narayan,Female,1989-06-23,N.I.A. S.O,411045,18.55284,73.95387,1,Essential Fat,14,5,Daily,Indoor,Maybe,5,2,Improve athletic skills,Yoga,173,31
499,Keya Arun,Female,1984-09-23,Yerwada S.O,411006,18.56318,73.87742,1,Essential Fat,14,4,Daily,Indoor,Yes,2,4,Improve athletic skills,Meditation,161,36
500,Ryka Sahni,Female,1983-10-07,Khadakwasla R.S. S.O,411024,18.45597,73.78478,4,Fitness,22,5,Only Weekends,Both,Yes,3,5,Build muscle,Yoga,163,37
501,Taksh Malik,Male,1983-07-13,Dr.B.A. Chowk S.O,411001,18.52484,73.87657,1,Acceptable,23,3,Monday To Friday,Indoor,No,3,2,All,Meditation,161,37
502,Ishana Veena,Female,1990-12-29,Vadgaon Budruk S.O,411041,18.45823,73.81821,5,Athletes,21,2,Monday To Friday,Both,Yes,1,5,Build muscle,Meditation,177,30
503,Amoli Prasad,Female,1982-09-06,Kasarwadi S.O,411034,18.60373,73.82221,3,Fitness,22,4,Any Day of Week,Outdoor,Yes,5,2,Build muscle,Both,172,38
504,Vivaan Srivastav,Male,1996-08-11,Dhanori B.O,411015,18.5844,73.88738000000002,3,Fitness,14,2,Only Weekends,Both,No,4,5,Improve athletic skills,Yoga,178,24
505,Zara Shan,Female,1988-08-21,Baner Road S.O,411007,18.55383,73.80216,1,Athletes,21,2,3 days of week,Outdoor,Maybe,2,2,All,Both,164,32
506,Mayra Joshi,Female,1981-07-17,N.D.A. Khadakwasla S.O,411023,18.44063,73.75898000000002,4,Athletes,21,2,Monday To Friday,Indoor,Maybe,1,5,Improve athletic skills,Both,161,39
507,Kabir Shan,Male,1985-09-14,Hadapsar S.O,411028,18.50453,73.91255,4,Essential Fat,6,3,Only Weekends,Indoor,No,3,3,Lose fat,Both,170,35
508,Reyansh Aggarwal,Male,1982-11-28,Kasarwadi S.O,411034,18.60373,73.82221,5,Fitness,14,1,Only Weekends,Outdoor,No,5,1,Improve endurance/conditioning,Meditation,177,38
509,Dasya Muthu,Male,2002-07-27,Navsahyadri S.O,411052,18.49528,73.82775,1,Obese,95,4,Any Day of Week,Indoor,Maybe,5,2,Improve endurance/conditioning,Yoga,165,18
510,Sadhil Goel,Male,1991-05-24,Bhavani Peth S.O,411042,18.506970000000006,73.87119,3,Athletes,6,1,Only Weekends,Outdoor,Maybe,1,3,Lose fat,Yoga,169,30
511,Nimit Chakrabarti,Male,1986-09-20,Swargate Chowk S.O,411042,18.506970000000006,73.87119,4,Athletes,6,1,Daily,Indoor,Maybe,4,1,Improve endurance/conditioning,Both,176,34
512,Pahal Vijaya,Male,1997-03-21,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,1,Acceptable,23,1,Daily,Both,Maybe,3,2,All,Meditation,170,24
513,Alex Chande,Male,1994-01-17,Nehrunagar S.O (Pune),411018,18.62728,73.8388,4,Obese,95,2,Alternate Days,Indoor,Maybe,1,3,Improve athletic skills,Yoga,178,27
514,Reyansh Kishore,Male,1983-09-05,Bhosari I.E. S.O,411026,18.55284,73.95387,4,Obese,95,5,Any Day of Week,Both,No,4,3,Improve endurance/conditioning,None,176,37
515,Rishit Narayan,Male,1997-02-18,Talwade B.O,412114,18.5010606,73.5137584,3,Athletes,6,2,3 days of week,Both,Yes,5,3,All,Yoga,163,24
516,Rebecca Neela,Female,1991-04-13,T.V. Nagar S.O,411037,18.46135,73.86633,2,Essential Fat,14,2,Alternate Days,Outdoor,Maybe,2,4,Improve athletic skills,Both,173,30
517,Kimaya Kumar,Female,1986-10-22,Navsahyadri S.O,411052,18.49528,73.82775,5,Acceptable,32,1,Daily,Indoor,Maybe,3,5,All,None,163,34
518,Alex Sahni,Male,1983-03-01,Navsahyadri S.O,411052,18.49528,73.82775,5,Obese,95,2,Alternate Days,Outdoor,Yes,3,1,Lose fat,Meditation,173,38
519,Viti Nath,Female,1992-03-24,Raviwar Peth S.O,411002,18.51769,73.86014,3,Athletes,21,1,Any Day of Week,Indoor,Yes,4,5,Build muscle,None,163,29
520,Taara Prasad,Female,1995-12-19,Parvati Gaon S.O,411009,18.49631,73.85621,4,Obese,40,5,Any Day of Week,Both,Yes,1,5,Lose fat,None,165,25
521,Kahaan Kumar,Male,1991-01-11,Thergaon B.O,411033,18.63172,73.73346,1,Acceptable,23,4,Only Weekends,Both,Yes,5,5,Improve endurance/conditioning,Both,168,30
522,Gian Lata,Male,2002-10-19,Hadapsar S.O,411028,18.50453,73.91255,4,Acceptable,23,1,Monday To Friday,Indoor,Yes,4,3,Improve athletic skills,Yoga,171,18
523,Aaradhya Soni,Female,2000-05-15,Lokmanyanagar S.O,411030,18.50825,73.84405,3,Fitness,22,5,Only Weekends,Indoor,Yes,2,5,All,Meditation,167,21
524,Rishaan Saxena,Male,1992-04-10,Kothrud S.O,411038,18.50767,73.78967,5,Athletes,6,4,Any Day of Week,Outdoor,No,2,4,Improve endurance/conditioning,None,163,29
525,Rohan Sara,Male,1992-05-27,Kondhwa BK B.O,411048,18.48028,73.89846999999997,4,Acceptable,23,3,Daily,Indoor,Yes,2,2,Improve endurance/conditioning,Both,164,28
526,Avni Raji,Female,1984-04-26,Pune New Bazar S.O,411001,18.53446,73.88304000000002,5,Fitness,22,1,3 days of week,Indoor,Yes,4,3,Build muscle,Yoga,165,37
527,Manan Sehgal,Male,2000-08-22,Deccan Gymkhana S.O,411004,18.51806,73.83615,1,Fitness,14,1,Daily,Indoor,No,5,1,Improve endurance/conditioning,None,164,20
528,Mayra Kapoor,Female,1996-10-21,Kapad Ganj S.O,411002,18.51378,73.86019,5,Obese,40,3,Only Weekends,Outdoor,Yes,3,2,Build muscle,Both,178,24
529,Akanksh Mehra,Male,1992-12-10,East Khadki S.O,411003,18.55499,73.86108,5,Obese,95,3,3 days of week,Indoor,Maybe,1,2,Improve athletic skills,Both,167,28
530,Aarav Sai,Male,1994-05-07,Rupeenagar S.O,412114,18.53325,73.89263000000003,2,Fitness,14,1,Any Day of Week,Both,Maybe,3,2,Improve athletic skills,Both,168,27
531,Asmee Srivastav,Female,1986-09-12,Raviwar Peth S.O,411002,18.51769,73.86014,2,Obese,40,3,Daily,Outdoor,Yes,5,5,All,Meditation,174,34
532,Ryka Kishore,Female,1983-07-11,N.W. College S.O,411001,18.53446,73.88304000000002,2,Acceptable,32,2,Any Day of Week,Outdoor,No,3,5,Build muscle,Yoga,163,37
533,Taara Gandhi,Female,1997-12-01,Rupeenagar S.O,412114,18.53325,73.89263000000003,5,Essential Fat,14,4,3 days of week,Both,Maybe,4,3,Lose fat,None,168,23
534,Ishita Saini,Female,1995-09-10,Shivajinagar S.O (Pune),411005,18.52022,73.84337,3,Acceptable,32,4,3 days of week,Both,No,2,5,Improve athletic skills,Yoga,166,25
535,Mishka Sandeep,Female,1986-03-15,Dighi Camp S.O,411015,18.55284,73.95387,5,Fitness,22,4,Daily,Both,Maybe,5,5,All,Yoga,167,35
536,Anushka Jindal,Female,1999-07-09,Yerwada T.S. S.O,411006,18.54429,73.87986,3,Fitness,22,2,Any Day of Week,Indoor,Yes,5,5,Lose fat,None,174,21
537,Ayaan Sara,Male,1992-12-10,M.Phulenagar S.O,411019,28.5779,77.31541,3,Acceptable,23,3,Alternate Days,Both,No,3,3,Improve athletic skills,Yoga,178,28
538,Mohammad Patel,Male,1991-04-22,Congress House Road S.O,411005,18.5282,73.84735,2,Obese,95,5,Any Day of Week,Indoor,No,4,3,Improve athletic skills,Meditation,174,30
539,Anika Kishore,Female,1994-05-16,Swargate S.O,411042,18.506970000000006,73.87119,4,Obese,40,3,3 days of week,Outdoor,No,3,4,All,None,164,27
540,Taara Lata,Female,1986-03-19,Film Institute S.O,411004,18.51806,73.83615,1,Fitness,22,1,Any Day of Week,Outdoor,Maybe,3,4,All,None,178,35
541,Naksh Mehta,Male,1988-11-18,Pimpri Colony S.O,411017,18.60755,73.78615,2,Athletes,6,4,Only Weekends,Both,Maybe,5,4,Mesomorph,Both,166,32
542,Kimaya Krishnamurthy,Female,1998-10-29,Film Institute S.O,411004,18.51806,73.83615,2,Obese,40,3,Alternate Days,Indoor,Maybe,3,4,Improve endurance/conditioning,Yoga,165,22
543,Mahika Kumar,Female,1989-05-11,Sadashiv Peth S.O,411030,18.50825,73.84405,4,Acceptable,32,5,Monday To Friday,Both,Yes,2,2,Improve endurance/conditioning,None,178,32
544,Amoli Rajagopal,Female,1990-07-08,Kapad Ganj S.O,411002,18.51378,73.86019,1,Obese,40,1,Only Weekends,Both,Maybe,3,2,Lose fat,None,176,30
545,Raj Srivastav,Male,1991-10-28,Kondhwa Lh B.O,411048,18.48028,73.89846999999997,5,Acceptable,23,2,Monday To Friday,Indoor,Yes,2,4,Improve endurance/conditioning,Meditation,169,29
546,Rishit Dutta,Male,1997-01-26,Ganeshkhind S.O,411007,18.55144,73.82197,5,Fitness,14,2,Daily,Both,No,5,4,Lose fat,Both,178,24
547,Luv Suri,Male,1989-07-21,Indrayaninagar S.O,411026,18.62923,73.83431999999998,2,Obese,95,5,Monday To Friday,Outdoor,No,4,1,Improve athletic skills,None,170,31
548,Zuber Ganesh,Male,1998-03-07,Iaf Station S.O,411032,18.55284,73.95387,1,Acceptable,23,1,Any Day of Week,Both,Yes,2,2,Mesomorph,Meditation,174,23
549,Sai Arun,Female,1994-10-26,Khondhwa KH B.O,411048,18.45756,73.89339,2,Fitness,22,4,Monday To Friday,Indoor,Maybe,4,1,Mesomorph,None,169,26
550,Jash Rana,Male,1987-05-20,Bibvewadi S.O,411037,18.48337,73.85561,3,Athletes,6,3,3 days of week,Indoor,Yes,4,1,Improve athletic skills,None,170,34
551,Luv Mehra,Male,1985-07-11,Kasarwadi S.O,411034,18.60373,73.82221,2,Acceptable,23,1,Only Weekends,Outdoor,No,2,5,All,None,162,35
552,Rudra Punj,Male,1995-10-03,Punawale B.O,411033,18.63172,73.73346,2,Athletes,6,2,Only Weekends,Indoor,No,5,3,Build muscle,Meditation,162,25
553,Kashvi Subram,Female,2002-04-08,Aundh T.S. S.O,411007,18.55144,73.82197,5,Athletes,21,5,Monday To Friday,Indoor,Yes,1,2,Build muscle,Yoga,177,19
554,Yash Chakrabarti,Male,1999-08-04,Rasta Peth S.O,411011,18.5242,73.8578,5,Essential Fat,6,5,Only Weekends,Outdoor,Maybe,4,4,Improve endurance/conditioning,None,170,21
555,Rachit Kishore,Male,1997-01-16,Dukirkline S.O,411014,18.60055,73.9608,5,Obese,95,3,3 days of week,Both,Maybe,4,4,All,None,177,24
556,Adhira Narayan,Female,1998-04-09,Indrayaninagar S.O,411026,18.62923,73.83431999999998,3,Acceptable,32,5,Only Weekends,Outdoor,Yes,5,3,Lose fat,Yoga,174,23
557,Pahal Lalit,Male,1996-10-22,Parvati S.O,411009,18.49631,73.85621,5,Athletes,6,5,Monday To Friday,Both,Yes,5,2,Mesomorph,None,166,24
558,Alisha Narayan,Female,2002-03-31,Karvenagar S.O,411052,18.49,73.82244,1,Essential Fat,14,1,Alternate Days,Outdoor,Maybe,3,4,Improve endurance/conditioning,Both,169,19
559,Bhuv Raji,Male,1996-11-12,Ghorpuri Bazar S.O,411001,18.5259,73.89545,4,Fitness,14,4,Alternate Days,Both,No,5,4,Improve athletic skills,None,169,24
560,Krisha Sahni,Female,2000-02-21,9 DRD B.O,411014,18.54851,73.90514,1,Acceptable,32,3,Daily,Outdoor,Yes,4,5,All,Both,172,21
561,Zuber Krishnamurthy,Male,1989-03-06,Baner Road S.O,411007,18.55383,73.80216,1,Athletes,6,1,Only Weekends,Both,Maybe,2,1,Mesomorph,Yoga,174,32
562,Mohammad Samuel,Male,2000-07-11,Mangalwar Peth S.O (Pune),411011,18.5221,73.86273,5,Obese,95,4,Monday To Friday,Outdoor,Maybe,1,4,Lose fat,Meditation,177,20
563,Sai Manju,Female,1983-02-20,Ex. Serviceman Colony S.O,411038,18.48029,73.79853,4,Essential Fat,14,1,Only Weekends,Both,No,3,2,Lose fat,Yoga,163,38
564,Avni Sudha,Female,1983-12-17,N.I.A. S.O,411045,18.55284,73.95387,4,Athletes,21,1,Any Day of Week,Outdoor,No,2,3,Build muscle,None,176,37
565,Neysa Sehgal,Female,2003-06-11,Nehrunagar S.O (Pune),411018,18.62728,73.8388,4,Obese,40,5,3 days of week,Indoor,No,1,5,Improve endurance/conditioning,Both,162,17
566,Drishti Srini,Female,1995-09-11,Bajirao Road S.O,411002,18.50995,73.85375,3,Athletes,21,4,Only Weekends,Both,No,1,2,Improve athletic skills,Meditation,161,25
567,Nimit Narayan,Male,1986-10-17,Swargate Chowk S.O,411042,18.506970000000006,73.87119,5,Acceptable,23,3,Only Weekends,Outdoor,No,1,5,Mesomorph,None,163,34
568,Shanaya Mittal,Female,1996-02-28,C D A (O) S.O,411001,18.57571,73.81074,4,Acceptable,32,3,Alternate Days,Both,Yes,2,1,Lose fat,Meditation,160,25
569,Taarush Chaudhary,Male,1996-03-08,Chinchwad East S.O,411019,18.62815,73.8318,3,Acceptable,23,4,3 days of week,Both,Maybe,3,4,Mesomorph,Meditation,174,25
570,Prisha Pawan,Female,1996-11-23,Bhusari Colony S.O,411038,18.50956,73.79646,2,Essential Fat,14,5,Monday To Friday,Outdoor,Yes,3,2,Improve athletic skills,None,160,24
571,Krisha Sudha,Female,1983-03-01,Talwade B.O,412114,18.5010606,73.5137584,2,Acceptable,32,2,Only Weekends,Both,Yes,1,3,Mesomorph,Yoga,165,38
572,Aahva Persaud,Male,1981-05-09,Katraj S.O,411046,18.45938,73.86667,3,Obese,95,1,Alternate Days,Outdoor,Yes,2,1,Improve endurance/conditioning,None,166,40
573,Amoli Suri,Female,2000-10-01,Pune Weather S.O,411005,18.53245,73.84654,3,Athletes,21,5,Daily,Indoor,Yes,1,1,Build muscle,None,178,20
574,Manan Vish,Male,2002-02-15,Hadpsar I.E. S.O,411013,18.50453,73.91255,5,Fitness,14,4,3 days of week,Both,Yes,5,5,Mesomorph,Yoga,171,19
575,Jay Rastogi,Male,1992-09-07,Ex. Serviceman Colony S.O,411038,18.48029,73.79853,5,Obese,95,1,Alternate Days,Indoor,No,3,1,All,Both,160,28
576,Saisha Malhotra,Female,1995-02-06,Guruwar Peth S.O,411042,18.505470000000006,73.85951,2,Obese,40,3,Alternate Days,Both,No,4,2,Build muscle,None,166,26
577,Larisa Rajan,Female,1999-01-10,Hadapsar S.O,411028,18.50453,73.91255,4,Acceptable,32,2,Alternate Days,Both,Maybe,1,5,Improve athletic skills,Meditation,178,22
578,Sarthak Rajagopal,Male,1994-01-16,Anandnagar S.O (Pune),411051,18.62981,73.84746,2,Essential Fat,6,3,Only Weekends,Both,Yes,5,1,Build muscle,None,172,27
579,Laksh Joshi,Male,1997-01-13,Khadki Arsenel S.O,411003,18.56312,73.84433,4,Athletes,6,4,Only Weekends,Outdoor,Maybe,3,3,Mesomorph,None,171,24
580,Ranbir Verma,Male,2000-02-10,Mundhva AV S.O,411036,18.53135,73.91478000000002,4,Essential Fat,6,1,Daily,Indoor,No,2,2,Mesomorph,Meditation,171,21
581,Dasya Rajan,Male,1985-02-01,Punawale B.O,411033,18.63172,73.73346,5,Athletes,6,4,Any Day of Week,Both,No,3,3,All,Yoga,172,36
582,Dasya Gandhi,Male,1984-02-18,N.C.L. Pune S.O,411008,18.53658,73.7989,1,Athletes,6,1,Any Day of Week,Outdoor,No,2,3,Lose fat,Both,173,37
583,Mayra Jindal,Female,1991-10-03,Ghorpuri Bazar S.O,411001,18.5259,73.89545,1,Essential Fat,14,5,Any Day of Week,Both,Yes,2,5,All,Both,171,29
584,Vihaan Raje,Male,1983-09-26,Shaniwar Peth S.O (Pune),411030,18.51384,73.84876,3,Obese,95,2,3 days of week,Outdoor,Yes,1,4,Mesomorph,Meditation,171,37
585,Aahva Narayan,Male,1997-01-14,Pune Weather S.O,411005,18.53245,73.84654,5,Athletes,6,5,3 days of week,Both,No,1,5,Build muscle,Yoga,165,24
586,Idhant Rastogi,Male,1982-10-25,Dhanori B.O,411015,18.5844,73.88738000000002,4,Essential Fat,6,5,Daily,Indoor,Maybe,3,2,All,None,169,38
587,Hiya Mehta,Female,2001-06-08,Khondhwa KH B.O,411048,18.45756,73.89339,1,Athletes,21,4,3 days of week,Indoor,Maybe,5,2,All,None,168,19
588,Rachit Persaud,Male,1985-03-08,Baner Road S.O,411007,18.55383,73.80216,4,Fitness,14,2,Any Day of Week,Both,No,3,5,Lose fat,None,161,36
589,Pahal Patel,Male,1988-02-20,Chinchwadgaon S.O,411033,18.63172,73.73346,1,Obese,95,1,Any Day of Week,Outdoor,Maybe,4,4,Mesomorph,None,166,33
590,Avni Pal,Female,1993-01-04,Swargate S.O,411042,18.506970000000006,73.87119,1,Acceptable,32,1,Alternate Days,Both,No,2,5,Mesomorph,None,168,28
591,Mishka Lal,Female,1987-06-25,Pune Weather S.O,411005,18.53245,73.84654,1,Athletes,21,3,3 days of week,Outdoor,Maybe,2,2,Improve athletic skills,Meditation,171,33
592,Hiya Raman,Female,1983-08-11,Thergaon B.O,411033,18.63172,73.73346,5,Fitness,22,1,Only Weekends,Both,No,1,4,Lose fat,None,164,37
593,Dasya Rastogi,Male,1988-12-08,Vadgaon Budruk S.O,411041,18.45823,73.81821,2,Acceptable,23,4,Only Weekends,Outdoor,Maybe,5,2,Improve athletic skills,None,160,32
594,Ishana Nigam,Female,1984-07-05,Aundh T.S. S.O,411007,18.55144,73.82197,4,Acceptable,32,5,Alternate Days,Indoor,Yes,1,4,Improve athletic skills,Yoga,174,36
595,Sadhil Srivas,Male,1990-05-09,Thergaon B.O,411033,18.63172,73.73346,5,Athletes,6,5,Alternate Days,Both,No,4,4,Improve athletic skills,None,167,31
596,Akanksh Kumar,Male,1983-10-16,N.C.L. Pune S.O,411008,18.53658,73.7989,5,Essential Fat,6,5,Alternate Days,Indoor,No,3,5,Improve endurance/conditioning,Both,160,37
